X;_SDV1 PI: ELEM-1;_SDV1 PI: ELEM-1;_SDV1 PI: ELEM-1;_SDV1 PI: ELEM-1E: 3 N: 4;_SDV2 PI: ELEM-1E: 3 N: 1;_SDV2 PI: ELEM-1E: 3 N: 2;_SDV2 PI: ELEM-1E: 3 N: 3;_SDV2 PI: ELEM-1E: 3 N: 4;_SDV6 PI: ELEM-1E: 3 N: 1;_SDV6 PI: ELEM-1E: 3 N: 2;_SDV6 PI: ELEM-1E: 3 N: 3;_SDV6 PI: ELEM-1E: 3 N: 4;_SDV7 PI: ELEM-1E: 3 N: 1;_SDV7 PI: ELEM-1E: 3 N: 2;_SDV7 PI: ELEM-1E: 3 N: 3;_SDV7 PI: ELEM-1E: 3 N: 4;_SDV15 PI: ELEM-1E: 3 N: 1;_SDV15 PI: ELEM-1E: 3 N: 2;_SDV15 PI: ELEM-1E: 3 N: 3;_SDV15 PI: ELEM-1E: 3 N: 4;_SDV16 PI: ELEM-1E: 3 N: 1;_SDV16 PI: ELEM-1E: 3 N: 2;_SDV16 PI: ELEM-1E: 3 N: 3;_SDV16 PI: ELEM-1E: 3 N: 4;_RF:RF2 PI: ELEM-1 N: 1;_RF:RF2 PI: ELEM-1 N: 2;_RF:RF2 PI: ELEM-1 N: 3;_RF:RF2 PI: ELEM-1 N: 4;_U:U2 PI: ELEM-1N: 1;_U:U2 PI: ELEM-1N: 2;_U:U2 PI: ELEM-1N: 3;_U:U2 PI: ELEM-1N: 4
4.10E-02;2.11E-37;-2.11E-37;2.11E-37;-2.11E-37;1.16E-10;1.16E-10;4.10E-03;4.10E-03;4.21E-01;4.21E-01;4.21E-01;4.21E-01;9.83E-01;9.83E-01;9.83E-01;9.83E-01;8.30E-02;8.30E-02;8.30E-02;8.30E-02;2.26E-03;2.26E-03;2.26E-03;2.26E-03;-4.91E-01;-4.91E-01;4.91E-01;4.91E-01;4.91E-37;4.91E-37;4.10E-03;4.10E-03
4.20E-02;2.14E-37;-2.14E-37;2.14E-37;-2.14E-37;1.46E-10;1.16E-10;4.20E-03;4.20E-03;4.28E-01;4.28E-01;4.28E-01;4.28E-01;9.98E-01;9.98E-01;9.98E-01;9.98E-01;8.68E-02;8.68E-02;8.68E-02;8.68E-02;2.38E-03;2.38E-03;2.38E-03;2.38E-03;-4.99E-01;-4.99E-01;4.99E-01;4.99E-01;4.99E-37;4.99E-37;4.20E-03;4.20E-03
4.30E-02;2.17E-37;-2.17E-37;2.17E-37;-2.17E-37;-2.91E-11;0;4.30E-03;4.30E-03;4.34E-01;4.34E-01;4.34E-01;4.34E-01;1.01373;1.01373;1.01373;1.01373;9.07E-02;9.07E-02;9.07E-02;9.07E-02;2.49E-03;2.49E-03;2.49E-03;2.49E-03;-5.07E-01;-5.07E-01;5.07E-01;5.07E-01;5.07E-37;5.07E-37;4.30E-03;4.30E-03
4.40E-02;2.20E-37;-2.20E-37;2.20E-37;-2.20E-37;8.73E-11;1.16E-10;4.40E-03;4.40E-03;4.41E-01;4.41E-01;4.41E-01;4.41E-01;1.02847;1.02847;1.02847;1.02847;9.46E-02;9.46E-02;9.46E-02;9.46E-02;2.61E-03;2.61E-03;2.61E-03;2.61E-03;-5.14E-01;-5.14E-01;5.14E-01;5.14E-01;5.14E-37;5.14E-37;4.40E-03;4.40E-03
4.50E-02;2.23E-37;-2.23E-37;2.23E-37;-2.23E-37;2.91E-11;0;4.50E-03;4.50E-03;4.47E-01;4.47E-01;4.47E-01;4.47E-01;1.04271;1.04271;1.04271;1.04271;9.87E-02;9.87E-02;9.87E-02;9.87E-02;2.74E-03;2.74E-03;2.74E-03;2.74E-03;-5.21E-01;-5.21E-01;5.21E-01;5.21E-01;5.21E-37;5.21E-37;4.50E-03;4.50E-03
4.60E-02;2.26E-37;-2.26E-37;2.26E-37;-2.26E-37;-5.82E-11;0;4.60E-03;4.60E-03;4.53E-01;4.53E-01;4.53E-01;4.53E-01;1.05645;1.05645;1.05645;1.05645;1.03E-01;1.03E-01;1.03E-01;1.03E-01;2.86E-03;2.86E-03;2.86E-03;2.86E-03;-5.28E-01;-5.28E-01;5.28E-01;5.28E-01;5.28E-37;5.28E-37;4.60E-03;4.60E-03
4.70E-02;2.29E-37;-2.29E-37;2.29E-37;-2.29E-37;1.16E-10;1.16E-10;4.70E-03;4.70E-03;4.58E-01;4.58E-01;4.58E-01;4.58E-01;1.06969;1.06969;1.06969;1.06969;1.07E-01;1.07E-01;1.07E-01;1.07E-01;2.99E-03;2.99E-03;2.99E-03;2.99E-03;-5.35E-01;-5.35E-01;5.35E-01;5.35E-01;5.35E-37;5.35E-37;4.70E-03;4.70E-03
4.80E-02;2.32E-37;-2.32E-37;2.32E-37;-2.32E-37;1.75E-10;1.16E-10;4.80E-03;4.80E-03;4.64E-01;4.64E-01;4.64E-01;4.64E-01;1.08243;1.08243;1.08243;1.08244;1.11E-01;1.11E-01;1.11E-01;1.11E-01;3.12E-03;3.12E-03;3.12E-03;3.12E-03;-5.41E-01;-5.41E-01;5.41E-01;5.41E-01;5.41E-37;5.41E-37;4.80E-03;4.80E-03
4.90E-02;2.35E-37;-2.35E-37;2.35E-37;-2.35E-37;-5.82E-11;0;4.90E-03;4.90E-03;4.69E-01;4.69E-01;4.69E-01;4.69E-01;1.09468;1.09468;1.09468;1.09468;1.15E-01;1.15E-01;1.15E-01;1.15E-01;3.26E-03;3.26E-03;3.26E-03;3.26E-03;-5.47E-01;-5.47E-01;5.47E-01;5.47E-01;5.47E-37;5.47E-37;4.90E-03;4.90E-03
5.00E-02;2.37E-37;-2.37E-37;2.37E-37;-2.37E-37;0;0;5.00E-03;5.00E-03;4.74E-01;4.74E-01;4.74E-01;4.74E-01;1.10643;1.10643;1.10643;1.10643;1.20E-01;1.20E-01;1.20E-01;1.20E-01;3.39E-03;3.39E-03;3.39E-03;3.39E-03;-5.53E-01;-5.53E-01;5.53E-01;5.53E-01;5.53E-37;5.53E-37;5.00E-03;5.00E-03
5.10E-02;2.40E-37;-2.40E-37;2.40E-37;-2.40E-37;2.33E-10;2.33E-10;5.10E-03;5.10E-03;4.79E-01;4.79E-01;4.79E-01;4.79E-01;1.11769;1.11769;1.11769;1.11769;1.24E-01;1.24E-01;1.24E-01;1.24E-01;3.53E-03;3.53E-03;3.53E-03;3.53E-03;-5.59E-01;-5.59E-01;5.59E-01;5.59E-01;5.59E-37;5.59E-37;5.10E-03;5.10E-03
5.20E-02;2.42E-37;-2.42E-37;2.42E-37;-2.42E-37;-5.82E-11;0;5.20E-03;5.20E-03;4.84E-01;4.84E-01;4.84E-01;4.84E-01;1.12845;1.12845;1.12845;1.12845;1.28E-01;1.28E-01;1.28E-01;1.28E-01;3.68E-03;3.68E-03;3.68E-03;3.68E-03;-5.64E-01;-5.64E-01;5.64E-01;5.64E-01;5.64E-37;5.64E-37;5.20E-03;5.20E-03
5.30E-02;2.44E-37;-2.44E-37;2.44E-37;-2.44E-37;0;0;5.30E-03;5.30E-03;4.88E-01;4.88E-01;4.88E-01;4.88E-01;1.13873;1.13873;1.13873;1.13873;1.33E-01;1.33E-01;1.33E-01;1.33E-01;3.82E-03;3.82E-03;3.82E-03;3.82E-03;-5.69E-01;-5.69E-01;5.69E-01;5.69E-01;5.69E-37;5.69E-37;5.30E-03;5.30E-03
5.40E-02;2.46E-37;-2.46E-37;2.46E-37;-2.46E-37;5.82E-11;0;5.40E-03;5.40E-03;4.92E-01;4.92E-01;4.92E-01;4.92E-01;1.14852;1.14852;1.14852;1.14852;1.37E-01;1.37E-01;1.37E-01;1.37E-01;3.97E-03;3.97E-03;3.97E-03;3.97E-03;-5.74E-01;-5.74E-01;5.74E-01;5.74E-01;5.74E-37;5.74E-37;5.40E-03;5.40E-03
5.50E-02;2.48E-37;-2.48E-37;2.48E-37;-2.48E-37;-5.82E-11;0;5.50E-03;5.50E-03;4.96E-01;4.96E-01;4.96E-01;4.96E-01;1.15784;1.15784;1.15784;1.15784;1.42E-01;1.42E-01;1.42E-01;1.42E-01;4.12E-03;4.12E-03;4.12E-03;4.12E-03;-5.79E-01;-5.79E-01;5.79E-01;5.79E-01;5.79E-37;5.79E-37;5.50E-03;5.50E-03
5.60E-02;2.50E-37;-2.50E-37;2.50E-37;-2.50E-37;0;0;5.60E-03;5.60E-03;5.00E-01;5.00E-01;5.00E-01;5.00E-01;1.16667;1.16667;1.16667;1.16667;1.46E-01;1.46E-01;1.46E-01;1.46E-01;4.28E-03;4.28E-03;4.28E-03;4.28E-03;-5.83E-01;-5.83E-01;5.83E-01;5.83E-01;5.83E-37;5.83E-37;5.60E-03;5.60E-03
5.70E-02;2.52E-37;-2.52E-37;2.52E-37;-2.52E-37;5.82E-11;0;5.70E-03;5.70E-03;5.04E-01;5.04E-01;5.04E-01;5.04E-01;1.17504;1.17504;1.17504;1.17504;1.51E-01;1.51E-01;1.51E-01;1.51E-01;4.43E-03;4.43E-03;4.43E-03;4.43E-03;-5.88E-01;-5.88E-01;5.88E-01;5.88E-01;5.88E-37;5.88E-37;5.70E-03;5.70E-03
5.80E-02;2.53E-37;-2.53E-37;2.53E-37;-2.53E-37;-5.82E-11;0;5.80E-03;5.80E-03;5.07E-01;5.07E-01;5.07E-01;5.07E-01;1.18294;1.18294;1.18294;1.18294;1.55E-01;1.55E-01;1.55E-01;1.55E-01;4.59E-03;4.59E-03;4.59E-03;4.59E-03;-5.91E-01;-5.91E-01;5.91E-01;5.91E-01;5.91E-37;5.91E-37;5.80E-03;5.80E-03
5.90E-02;2.55E-37;-2.55E-37;2.55E-37;-2.55E-37;0;0;5.90E-03;5.90E-03;5.10E-01;5.10E-01;5.10E-01;5.10E-01;1.19039;1.19039;1.19039;1.19039;1.60E-01;1.60E-01;1.60E-01;1.60E-01;4.75E-03;4.75E-03;4.75E-03;4.75E-03;-5.95E-01;-5.95E-01;5.95E-01;5.95E-01;5.95E-37;5.95E-37;5.90E-03;5.90E-03
6.00E-02;2.57E-37;-2.57E-37;2.57E-37;-2.57E-37;5.82E-11;0;6.00E-03;6.00E-03;5.13E-01;5.13E-01;5.13E-01;5.13E-01;1.19737;1.19737;1.19737;1.19737;1.64E-01;1.64E-01;1.64E-01;1.64E-01;4.92E-03;4.92E-03;4.92E-03;4.92E-03;-5.99E-01;-5.99E-01;5.99E-01;5.99E-01;5.99E-37;5.99E-37;6.00E-03;6.00E-03
6.10E-02;2.58E-37;-2.58E-37;2.58E-37;-2.58E-37;-5.82E-11;0;6.10E-03;6.10E-03;5.16E-01;5.16E-01;5.16E-01;5.16E-01;1.20391;1.20391;1.20391;1.20391;1.69E-01;1.69E-01;1.69E-01;1.69E-01;5.09E-03;5.09E-03;5.09E-03;5.09E-03;-6.02E-01;-6.02E-01;6.02E-01;6.02E-01;6.02E-37;6.02E-37;6.10E-03;6.10E-03
6.20E-02;2.59E-37;-2.59E-37;2.59E-37;-2.59E-37;0;0;6.20E-03;6.20E-03;5.19E-01;5.19E-01;5.19E-01;5.19E-01;1.21;1.21;1.21;1.21;1.74E-01;1.74E-01;1.74E-01;1.74E-01;5.26E-03;5.26E-03;5.26E-03;5.26E-03;-6.05E-01;-6.05E-01;6.05E-01;6.05E-01;6.05E-37;6.05E-37;6.20E-03;6.20E-03
6.30E-02;2.60E-37;-2.60E-37;2.60E-37;-2.60E-37;5.82E-11;0;6.30E-03;6.30E-03;5.21E-01;5.21E-01;5.21E-01;5.21E-01;1.21566;1.21566;1.21566;1.21566;1.79E-01;1.79E-01;1.79E-01;1.79E-01;5.43E-03;5.43E-03;5.43E-03;5.43E-03;-6.08E-01;-6.08E-01;6.08E-01;6.08E-01;6.08E-37;6.08E-37;6.30E-03;6.30E-03
6.40E-02;2.62E-37;-2.62E-37;2.62E-37;-2.62E-37;-2.33E-10;-2.33E-10;6.40E-03;6.40E-03;5.23E-01;5.23E-01;5.23E-01;5.23E-01;1.22088;1.22088;1.22088;1.22088;1.83E-01;1.83E-01;1.83E-01;1.83E-01;5.61E-03;5.61E-03;5.61E-03;5.61E-03;-6.10E-01;-6.10E-01;6.10E-01;6.10E-01;6.10E-37;6.10E-37;6.40E-03;6.40E-03
6.50E-02;2.63E-37;-2.63E-37;2.63E-37;-2.63E-37;0;0;6.50E-03;6.50E-03;5.25E-01;5.25E-01;5.25E-01;5.25E-01;1.22569;1.22569;1.22569;1.22569;1.88E-01;1.88E-01;1.88E-01;1.88E-01;5.79E-03;5.79E-03;5.79E-03;5.79E-03;-6.13E-01;-6.13E-01;6.13E-01;6.13E-01;6.13E-37;6.13E-37;6.50E-03;6.50E-03
6.60E-02;2.64E-37;-2.64E-37;2.64E-37;-2.64E-37;5.82E-11;0;6.60E-03;6.60E-03;5.27E-01;5.27E-01;5.27E-01;5.27E-01;1.23007;1.23007;1.23007;1.23007;1.93E-01;1.93E-01;1.93E-01;1.93E-01;5.97E-03;5.97E-03;5.97E-03;5.97E-03;-6.15E-01;-6.15E-01;6.15E-01;6.15E-01;6.15E-37;6.15E-37;6.60E-03;6.60E-03
6.70E-02;2.64E-37;-2.64E-37;2.64E-37;-2.64E-37;0;0;6.70E-03;6.70E-03;5.29E-01;5.29E-01;5.29E-01;5.29E-01;1.23405;1.23405;1.23405;1.23405;1.98E-01;1.98E-01;1.98E-01;1.98E-01;6.16E-03;6.16E-03;6.16E-03;6.16E-03;-6.17E-01;-6.17E-01;6.17E-01;6.17E-01;6.17E-37;6.17E-37;6.70E-03;6.70E-03
6.80E-02;2.65E-37;-2.65E-37;2.65E-37;-2.65E-37;1.16E-10;2.33E-10;6.80E-03;6.80E-03;5.30E-01;5.30E-01;5.30E-01;5.30E-01;1.23763;1.23763;1.23763;1.23763;2.02E-01;2.02E-01;2.02E-01;2.02E-01;6.35E-03;6.35E-03;6.35E-03;6.35E-03;-6.19E-01;-6.19E-01;6.19E-01;6.19E-01;6.19E-37;6.19E-37;6.80E-03;6.80E-03
6.90E-02;2.66E-37;-2.66E-37;2.66E-37;-2.66E-37;2.91E-10;2.33E-10;6.90E-03;6.90E-03;5.32E-01;5.32E-01;5.32E-01;5.32E-01;1.24081;1.24081;1.24081;1.24081;2.07E-01;2.07E-01;2.07E-01;2.07E-01;6.54E-03;6.54E-03;6.54E-03;6.54E-03;-6.20E-01;-6.20E-01;6.20E-01;6.20E-01;6.20E-37;6.20E-37;6.90E-03;6.90E-03
7.00E-02;2.66E-37;-2.66E-37;2.66E-37;-2.66E-37;0;0;7.00E-03;7.00E-03;5.33E-01;5.33E-01;5.33E-01;5.33E-01;1.24361;1.24361;1.24361;1.24361;2.12E-01;2.12E-01;2.12E-01;2.12E-01;6.73E-03;6.73E-03;6.73E-03;6.73E-03;-6.22E-01;-6.22E-01;6.22E-01;6.22E-01;6.22E-37;6.22E-37;7.00E-03;7.00E-03
7.10E-02;2.67E-37;-2.67E-37;2.67E-37;-2.67E-37;3.49E-10;2.33E-10;7.10E-03;7.10E-03;5.34E-01;5.34E-01;5.34E-01;5.34E-01;1.24602;1.24602;1.24602;1.24602;2.17E-01;2.17E-01;2.17E-01;2.17E-01;6.93E-03;6.93E-03;6.93E-03;6.93E-03;-6.23E-01;-6.23E-01;6.23E-01;6.23E-01;6.23E-37;6.23E-37;7.10E-03;7.10E-03
7.20E-02;2.67E-37;-2.67E-37;2.67E-37;-2.67E-37;2.91E-10;2.33E-10;7.20E-03;7.20E-03;5.35E-01;5.35E-01;5.35E-01;5.35E-01;1.24807;1.24807;1.24807;1.24807;2.22E-01;2.22E-01;2.22E-01;2.22E-01;7.13E-03;7.13E-03;7.13E-03;7.13E-03;-6.24E-01;-6.24E-01;6.24E-01;6.24E-01;6.24E-37;6.24E-37;7.20E-03;7.20E-03
7.30E-02;2.68E-37;-2.68E-37;2.68E-37;-2.68E-37;0;0;7.30E-03;7.30E-03;5.36E-01;5.36E-01;5.36E-01;5.36E-01;1.24975;1.24975;1.24975;1.24975;2.27E-01;2.27E-01;2.27E-01;2.27E-01;7.33E-03;7.33E-03;7.33E-03;7.33E-03;-6.25E-01;-6.25E-01;6.25E-01;6.25E-01;6.25E-37;6.25E-37;7.30E-03;7.30E-03
7.40E-02;2.68E-37;-2.68E-37;2.68E-37;-2.68E-37;1.16E-10;2.33E-10;7.40E-03;7.40E-03;5.36E-01;5.36E-01;5.36E-01;5.36E-01;1.25108;1.25108;1.25108;1.25108;2.32E-01;2.32E-01;2.32E-01;2.32E-01;7.53E-03;7.53E-03;7.53E-03;7.53E-03;-6.26E-01;-6.26E-01;6.26E-01;6.26E-01;6.26E-37;6.26E-37;7.40E-03;7.40E-03
7.50E-02;2.68E-37;-2.68E-37;2.68E-37;-2.68E-37;2.91E-10;2.33E-10;7.50E-03;7.50E-03;5.37E-01;5.37E-01;5.37E-01;5.37E-01;1.25206;1.25206;1.25206;1.25206;2.36E-01;2.36E-01;2.36E-01;2.36E-01;7.74E-03;7.74E-03;7.74E-03;7.74E-03;-6.26E-01;-6.26E-01;6.26E-01;6.26E-01;6.26E-37;6.26E-37;7.50E-03;7.50E-03
7.60E-02;2.68E-37;-2.68E-37;2.68E-37;-2.68E-37;0;0;7.60E-03;7.60E-03;5.37E-01;5.37E-01;5.37E-01;5.37E-01;1.2527;1.2527;1.2527;1.2527;2.41E-01;2.41E-01;2.41E-01;2.41E-01;7.95E-03;7.95E-03;7.95E-03;7.95E-03;-6.26E-01;-6.26E-01;6.26E-01;6.26E-01;6.26E-37;6.26E-37;7.60E-03;7.60E-03
7.70E-02;2.69E-37;-2.69E-37;2.69E-37;-2.69E-37;1.75E-10;2.33E-10;7.70E-03;7.70E-03;5.37E-01;5.37E-01;5.37E-01;5.37E-01;1.25301;1.25301;1.25301;1.25301;2.46E-01;2.46E-01;2.46E-01;2.46E-01;8.16E-03;8.16E-03;8.16E-03;8.16E-03;-6.27E-01;-6.27E-01;6.27E-01;6.27E-01;6.27E-37;6.27E-37;7.70E-03;7.70E-03
7.80E-02;2.69E-37;-2.69E-37;2.69E-37;-2.69E-37;2.91E-10;2.33E-10;7.80E-03;7.80E-03;5.37E-01;5.37E-01;5.37E-01;5.37E-01;1.253;1.253;1.253;1.253;2.51E-01;2.51E-01;2.51E-01;2.51E-01;8.38E-03;8.38E-03;8.38E-03;8.38E-03;-6.27E-01;-6.27E-01;6.27E-01;6.27E-01;6.27E-37;6.27E-37;7.80E-03;7.80E-03
7.90E-02;2.68E-37;-2.68E-37;2.68E-37;-2.68E-37;0;0;7.90E-03;7.90E-03;5.37E-01;5.37E-01;5.37E-01;5.37E-01;1.25267;1.25267;1.25267;1.25267;2.56E-01;2.56E-01;2.56E-01;2.56E-01;8.60E-03;8.60E-03;8.60E-03;8.60E-03;-6.26E-01;-6.26E-01;6.26E-01;6.26E-01;6.26E-37;6.26E-37;7.90E-03;7.90E-03
8.00E-02;2.68E-37;-2.68E-37;2.68E-37;-2.68E-37;-5.82E-11;0;8.00E-03;8.00E-03;5.37E-01;5.37E-01;5.37E-01;5.37E-01;1.25204;1.25204;1.25204;1.25204;2.61E-01;2.61E-01;2.61E-01;2.61E-01;8.82E-03;8.82E-03;8.82E-03;8.82E-03;-6.26E-01;-6.26E-01;6.26E-01;6.26E-01;6.26E-37;6.26E-37;8.00E-03;8.00E-03
8.10E-02;2.68E-37;-2.68E-37;2.68E-37;-2.68E-37;2.91E-10;2.33E-10;8.10E-03;8.10E-03;5.36E-01;5.36E-01;5.36E-01;5.36E-01;1.25111;1.25111;1.25111;1.25111;2.66E-01;2.66E-01;2.66E-01;2.66E-01;9.05E-03;9.05E-03;9.05E-03;9.05E-03;-6.26E-01;-6.26E-01;6.26E-01;6.26E-01;6.26E-37;6.26E-37;8.10E-03;8.10E-03
8.20E-02;2.68E-37;-2.68E-37;2.68E-37;-2.68E-37;2.33E-10;2.33E-10;8.20E-03;8.20E-03;5.36E-01;5.36E-01;5.36E-01;5.36E-01;1.24989;1.24989;1.24989;1.24989;2.71E-01;2.71E-01;2.71E-01;2.71E-01;9.27E-03;9.27E-03;9.27E-03;9.27E-03;-6.25E-01;-6.25E-01;6.25E-01;6.25E-01;6.25E-37;6.25E-37;8.20E-03;8.20E-03
8.30E-02;2.68E-37;-2.68E-37;2.68E-37;-2.68E-37;1.75E-10;2.33E-10;8.30E-03;8.30E-03;5.35E-01;5.35E-01;5.35E-01;5.35E-01;1.24839;1.24839;1.24839;1.24839;2.75E-01;2.75E-01;2.75E-01;2.75E-01;9.50E-03;9.50E-03;9.50E-03;9.50E-03;-6.24E-01;-6.24E-01;6.24E-01;6.24E-01;6.24E-37;6.24E-37;8.30E-03;8.30E-03
8.40E-02;2.67E-37;-2.67E-37;2.67E-37;-2.67E-37;2.91E-10;2.33E-10;8.40E-03;8.40E-03;5.34E-01;5.34E-01;5.34E-01;5.34E-01;1.24661;1.24661;1.24661;1.24661;2.80E-01;2.80E-01;2.80E-01;2.80E-01;9.74E-03;9.74E-03;9.74E-03;9.74E-03;-6.23E-01;-6.23E-01;6.23E-01;6.23E-01;6.23E-37;6.23E-37;8.40E-03;8.40E-03
8.50E-02;2.67E-37;-2.67E-37;2.67E-37;-2.67E-37;2.33E-10;2.33E-10;8.50E-03;8.50E-03;5.33E-01;5.33E-01;5.33E-01;5.33E-01;1.24457;1.24457;1.24457;1.24457;2.85E-01;2.85E-01;2.85E-01;2.85E-01;9.97E-03;9.97E-03;9.97E-03;9.97E-03;-6.22E-01;-6.22E-01;6.22E-01;6.22E-01;6.22E-37;6.22E-37;8.50E-03;8.50E-03
8.60E-02;2.66E-37;-2.66E-37;2.66E-37;-2.66E-37;-5.82E-11;0;8.60E-03;8.60E-03;5.32E-01;5.32E-01;5.32E-01;5.32E-01;1.24227;1.24227;1.24227;1.24227;2.90E-01;2.90E-01;2.90E-01;2.90E-01;1.02E-02;1.02E-02;1.02E-02;1.02E-02;-6.21E-01;-6.21E-01;6.21E-01;6.21E-01;6.21E-37;6.21E-37;8.60E-03;8.60E-03
8.70E-02;2.66E-37;-2.66E-37;2.66E-37;-2.66E-37;1.16E-10;2.33E-10;8.70E-03;8.70E-03;5.31E-01;5.31E-01;5.31E-01;5.31E-01;1.23973;1.23973;1.23973;1.23973;2.95E-01;2.95E-01;2.95E-01;2.95E-01;1.05E-02;1.05E-02;1.05E-02;1.05E-02;-6.20E-01;-6.20E-01;6.20E-01;6.20E-01;6.20E-37;6.20E-37;8.70E-03;8.70E-03
8.80E-02;2.65E-37;-2.65E-37;2.65E-37;-2.65E-37;1.75E-10;2.33E-10;8.80E-03;8.80E-03;5.30E-01;5.30E-01;5.30E-01;5.30E-01;1.23694;1.23694;1.23694;1.23694;3.00E-01;3.00E-01;3.00E-01;3.00E-01;1.07E-02;1.07E-02;1.07E-02;1.07E-02;-6.18E-01;-6.18E-01;6.18E-01;6.18E-01;6.18E-37;6.18E-37;8.80E-03;8.80E-03
8.90E-02;2.64E-37;-2.64E-37;2.64E-37;-2.64E-37;1.16E-10;0;8.90E-03;8.90E-03;5.29E-01;5.29E-01;5.29E-01;5.29E-01;1.23391;1.23391;1.23391;1.23391;3.05E-01;3.05E-01;3.05E-01;3.05E-01;1.09E-02;1.09E-02;1.09E-02;1.09E-02;-6.17E-01;-6.17E-01;6.17E-01;6.17E-01;6.17E-37;6.17E-37;8.90E-03;8.90E-03
9.00E-02;2.64E-37;-2.64E-37;2.64E-37;-2.64E-37;5.82E-11;0;9.00E-03;9.00E-03;5.27E-01;5.27E-01;5.27E-01;5.27E-01;1.23066;1.23066;1.23066;1.23066;3.09E-01;3.09E-01;3.09E-01;3.09E-01;1.12E-02;1.12E-02;1.12E-02;1.12E-02;-6.15E-01;-6.15E-01;6.15E-01;6.15E-01;6.15E-37;6.15E-37;9.00E-03;9.00E-03
9.10E-02;2.63E-37;-2.63E-37;2.63E-37;-2.63E-37;1.75E-10;2.33E-10;9.10E-03;9.10E-03;5.26E-01;5.26E-01;5.26E-01;5.26E-01;1.2272;1.2272;1.2272;1.2272;3.14E-01;3.14E-01;3.14E-01;3.14E-01;1.14E-02;1.14E-02;1.14E-02;1.14E-02;-6.14E-01;-6.14E-01;6.14E-01;6.14E-01;6.14E-37;6.14E-37;9.10E-03;9.10E-03
9.20E-02;2.62E-37;-2.62E-37;2.62E-37;-2.62E-37;-1.16E-10;0;9.20E-03;9.20E-03;5.24E-01;5.24E-01;5.24E-01;5.24E-01;1.22352;1.22352;1.22352;1.22352;3.19E-01;3.19E-01;3.19E-01;3.19E-01;1.17E-02;1.17E-02;1.17E-02;1.17E-02;-6.12E-01;-6.12E-01;6.12E-01;6.12E-01;6.12E-37;6.12E-37;9.20E-03;9.20E-03
9.30E-02;2.61E-37;-2.61E-37;2.61E-37;-2.61E-37;-1.16E-10;-2.33E-10;9.30E-03;9.30E-03;5.23E-01;5.23E-01;5.23E-01;5.23E-01;1.21963;1.21963;1.21963;1.21963;3.24E-01;3.24E-01;3.24E-01;3.24E-01;1.20E-02;1.20E-02;1.20E-02;1.20E-02;-6.10E-01;-6.10E-01;6.10E-01;6.10E-01;6.10E-37;6.10E-37;9.30E-03;9.30E-03
9.40E-02;2.60E-37;-2.60E-37;2.60E-37;-2.60E-37;2.33E-10;2.33E-10;9.40E-03;9.40E-03;5.21E-01;5.21E-01;5.21E-01;5.21E-01;1.21556;1.21556;1.21556;1.21556;3.28E-01;3.28E-01;3.28E-01;3.28E-01;1.22E-02;1.22E-02;1.22E-02;1.22E-02;-6.08E-01;-6.08E-01;6.08E-01;6.08E-01;6.08E-37;6.08E-37;9.40E-03;9.40E-03
9.50E-02;2.60E-37;-2.60E-37;2.60E-37;-2.60E-37;1.16E-10;0;9.50E-03;9.50E-03;5.19E-01;5.19E-01;5.19E-01;5.19E-01;1.21129;1.21129;1.21129;1.21129;3.33E-01;3.33E-01;3.33E-01;3.33E-01;1.25E-02;1.25E-02;1.25E-02;1.25E-02;-6.06E-01;-6.06E-01;6.06E-01;6.06E-01;6.06E-37;6.06E-37;9.50E-03;9.50E-03
9.60E-02;2.59E-37;-2.59E-37;2.59E-37;-2.59E-37;3.49E-10;2.33E-10;9.60E-03;9.60E-03;5.17E-01;5.17E-01;5.17E-01;5.17E-01;1.20684;1.20684;1.20684;1.20684;3.38E-01;3.38E-01;3.38E-01;3.38E-01;1.28E-02;1.28E-02;1.28E-02;1.28E-02;-6.03E-01;-6.03E-01;6.03E-01;6.03E-01;6.03E-37;6.03E-37;9.60E-03;9.60E-03
9.70E-02;2.58E-37;-2.58E-37;2.58E-37;-2.58E-37;2.33E-10;2.33E-10;9.70E-03;9.70E-03;5.15E-01;5.15E-01;5.15E-01;5.15E-01;1.20222;1.20222;1.20222;1.20222;3.43E-01;3.43E-01;3.43E-01;3.43E-01;1.30E-02;1.30E-02;1.30E-02;1.30E-02;-6.01E-01;-6.01E-01;6.01E-01;6.01E-01;6.01E-37;6.01E-37;9.70E-03;9.70E-03
9.80E-02;2.57E-37;-2.57E-37;2.57E-37;-2.57E-37;-1.16E-10;0;9.80E-03;9.80E-03;5.13E-01;5.13E-01;5.13E-01;5.13E-01;1.19743;1.19743;1.19743;1.19743;3.47E-01;3.47E-01;3.47E-01;3.47E-01;1.33E-02;1.33E-02;1.33E-02;1.33E-02;-5.99E-01;-5.99E-01;5.99E-01;5.99E-01;5.99E-37;5.99E-37;9.80E-03;9.80E-03
9.90E-02;2.56E-37;-2.56E-37;2.56E-37;-2.56E-37;1.16E-10;2.33E-10;9.90E-03;9.90E-03;5.11E-01;5.11E-01;5.11E-01;5.11E-01;1.19247;1.19247;1.19247;1.19247;3.52E-01;3.52E-01;3.52E-01;3.52E-01;1.36E-02;1.36E-02;1.36E-02;1.36E-02;-5.96E-01;-5.96E-01;5.96E-01;5.96E-01;5.96E-37;5.96E-37;9.90E-03;9.90E-03
